index,transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus
48,0x40218f09991f8825388afae612b70137eed8af457d09bd09110369fd8aaaca20,1,0xc1eab99c6f2cd06ad1c60e5b642be32c3c874613,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-01-31 22:55:23+00:00,31065,35674,0.8708022649548691,748,127,128,0.9921875,41,10,0x40218f09991f8825388afae612b70137eed8af457d09bd09110369fd8aaaca20,13,8,4,2700,786,5129477,30,372,2463333,4,2,2,1,2,150000,35175693905,9161309,75211,0.0,122,2,-0.2841134990108946,0.2607320358048902,0.2387123691139423,0.5243150636229515,-0.8319056596959413,-0.7923187935042688,-0.8008099581390871,1.5954473686846646,-0.7562300853901783,-0.7657997687866475,-0.6314003776066018,0.2587285816984631,0.6856578215685368,0.7514846738332502,-0.1651097289822665,-0.3011283608899462,-0.2907349622322792,-0.92505432736989,-0.6172022755601069,-0.7429634876291481,-0.3107145058918767,-1.178717412210258,-1.3011389464590382,1.361087851762426,0.2591989413648308,-0.8670135775312535,-0.0,-0.7850587240082755,0.25,0.9504447268106736,13.212592592592593,0.0060561717975981,0.1099195710455764,4.266666666666667,5.155614301592882e-05,0.1015625,0.0003644110556707,1.625,0.0106951871657754,0
722,0x4b9011ec55eb0caaa8a19f275c58ffe6cd2426a7dc86485d53ca7b8ae8497e7b,2,0xcded18d07cab6c7e14f32ae275caf126924a0482,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-02-01 00:50:23+00:00,31066,35675,0.8708058864751226,749,453,454,0.9977973568281938,171,11,0x4b9011ec55eb0caaa8a19f275c58ffe6cd2426a7dc86485d53ca7b8ae8497e7b,112,59,34,2700,787,5130052,35,1075,6995749,12,12,10,2,4,600000,18997888006,9099056,252237,0.0,420,2,2.298736491997236,0.2611221394843186,0.2390518639074599,0.5411925201227569,-0.7577469835368409,-0.7333641476012267,-0.1984463679911867,1.5989122525810222,-0.737207817058288,-0.5430235603371282,2.709342361052667,0.2587285816984631,0.7090543213149552,0.7535352473860416,-0.0876079786150741,1.5919646934242635,1.6174283326104977,2.74761794010362,1.9258643728128104,4.837982898317505,3.1416688929067504,0.3783729605906114,0.5929436210822576,-0.0538942812472696,0.2455545082220098,1.2990188655497996,-0.0,-0.7311012299704253,0.0588235294117647,0.950507614213198,13.212962962962964,0.006055687923692,0.1589219330855018,12.971428571428572,6.4753600400243e-05,0.2466960352422907,0.0031394533987386,1.8983050847457628,0.0787716955941255,0
964,0x6d5aa6d357365ebf775482e7dc0a3cff82d124e571a4299a45d286312e9d035c,1,0x15e030e12cd2c949181bff268cbef26f524d7929,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-02-01 00:52:35+00:00,31067,35676,0.8708095077923534,749,11433,15034,0.7604762538246641,692,12,0x6d5aa6d357365ebf775482e7dc0a3cff82d124e571a4299a45d286312e9d035c,14995,691,17,2700,787,5130063,9,783,5102584,8,11,3,1,6,500000,19772808569,4033403,371104,0.0,15015,2,-0.2841134990108946,0.2615122431637471,0.2393913587009775,0.5411925201227569,1.7399900232942127,1.9033190955470969,2.2156415586784752,1.60237713647738,2.1224731888359023,2.2176541600569144,0.816254809145748,0.2587285816984631,0.7090543213149552,0.7535744757496602,-0.4906170805244741,0.8056443920590441,0.820399118151581,0.9112818063668648,1.6715577079755184,-0.0453451893858165,-0.3107145058918767,1.9354633333914808,0.1720363838508585,0.01388368308191,-0.8647207184053114,2.7534367386967697,-0.0,1.9115485199705955,0.0588235294117647,0.950507614213198,13.213333333333331,0.0060558698682901,0.8826530612244898,1670.4444444444443,0.0022406290145093,0.9974058800053212,0.4203105729341854,21.700434153400867,0.9225634178905208,0
739,0x771281a83ed8de772cb35fdcce3b0fdae2d0e02ef021d6c0f8b14b094703d7fc,2,0xcded18d07cab6c7e14f32ae275caf126924a0482,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-02-01 01:37:47+00:00,31068,35677,0.8708131289065785,749,454,455,0.9978021978021978,171,13,0x771281a83ed8de772cb35fdcce3b0fdae2d0e02ef021d6c0f8b14b094703d7fc,113,59,42,2700,787,5130287,35,1075,6995984,14,17,10,2,4,600000,16509565943,7935562,313169,0.0,421,2,2.298736491997236,0.2619023468431756,0.239730853494495,0.5411925201227569,-0.7575195029351258,-0.7331833051291315,-0.1984463679911867,1.6058420203737378,-0.7370156729337234,-0.5430235603371282,3.6002070913618054,0.2587285816984631,0.7090543213149552,0.7543733078815302,-0.0876079786150741,1.5919646934242635,1.617527268448313,3.665786006971997,3.197397696999269,4.837982898317505,3.1416688929067504,0.3783729605906114,0.5929436210822576,-0.2715338846830152,-0.0094567538067016,2.0445629597609027,-0.0,-0.7309201645541908,0.0476190476190476,0.950507614213198,13.213703703703704,0.0060558003761192,0.1589219330855018,13.0,6.489436441044399e-05,0.2483516483516483,0.0031673066681615,1.915254237288136,0.0787716955941255,0
704,0xd50260784854a9f8fe94ee0fe62b52f6e734bfdd967bf3a9148f5ee3463c0f8c,1,0x15e030e12cd2c949181bff268cbef26f524d7929,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-02-01 04:00:11+00:00,31069,35678,0.8708167498178149,749,11434,15035,0.7604921849018956,692,14,0xd50260784854a9f8fe94ee0fe62b52f6e734bfdd967bf3a9148f5ee3463c0f8c,14996,691,15,2700,787,5130996,9,783,5103517,8,9,3,1,6,500000,18171679714,13175187,276026,0.0,15016,2,-0.2841134990108946,0.2622924505226041,0.2400703482880126,0.5411925201227569,1.7402175038959278,1.903499938019192,2.2156415586784752,1.6093069042700954,2.1226653329604668,2.2176541600569144,0.5935386265684635,0.2587285816984631,0.7090543213149552,0.7569017542274938,-0.4906170805244741,0.8056443920590441,0.8207919144778865,0.9112818063668648,1.162944378300935,-0.0453451893858165,-0.3107145058918767,1.9354633333914808,0.1720363838508585,-0.1261580961689656,1.1389491544379369,1.5900933166951408,-0.0,1.9117295853868297,0.0666666666666666,0.950507614213198,13.214074074074071,0.0060551584808956,0.8826530612244898,1670.5555555555557,0.0022404153370283,0.997406052544064,0.420315040080722,21.70188133140376,0.9225634178905208,0
880,0x2f0ceb790d93f6ef4c4062b4692a2f69329e05348b1b993a5260935d4c82d9e2,1,0x15e030e12cd2c949181bff268cbef26f524d7929,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-02-01 04:15:23+00:00,31070,35679,0.8708203705260797,749,11435,15036,0.7605081138600691,692,15,0x2f0ceb790d93f6ef4c4062b4692a2f69329e05348b1b993a5260935d4c82d9e2,14997,691,15,2700,787,5131071,9,783,5103592,8,9,3,1,6,500000,19206899053,2713202,293451,0.0,15017,2,-0.2841134990108946,0.2626825542020325,0.2404098430815302,0.5411925201227569,1.7404449844976428,1.9036807804912872,2.2156415586784752,1.6127717881664532,2.1228574770850317,2.2176541600569144,0.5935386265684635,0.2587285816984631,0.7090543213149552,0.7571692203430753,-0.4906170805244741,0.8056443920590441,0.8208234897452743,0.9112818063668648,1.162944378300935,-0.0453451893858165,-0.3107145058918767,1.9354633333914808,0.1720363838508585,-0.0356132548242161,-1.154078569104642,1.8032999378733143,-0.0,1.911910650803064,0.0666666666666666,0.950507614213198,13.214444444444444,0.00605526486473,0.8826530612244898,1670.6666666666667,0.0022405783533287,0.9974062250598564,0.4203312873118641,21.703328509406656,0.9225634178905208,0
330,0x75a73d88d107f41f5e16f3ea1839023dc951225f4f0b0d892875a5d303b47379,1,0x3ca2070165b221fe655f27bfbbb814418d37844c,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-02-01 04:29:59+00:00,31071,35680,0.8708239910313902,749,5601,6065,0.9234954657873042,226,16,0x75a73d88d107f41f5e16f3ea1839023dc951225f4f0b0d892875a5d303b47379,4947,225,6,2700,787,5131144,49,252,1689471,4,4,2,1,2,700000,18078380090,2867756,92960,0.0,5952,2,-0.2841134990108946,0.263072657881461,0.2407493378750477,0.5411925201227569,0.4133231540921449,0.2813429633250587,0.0563997663021557,1.6162366720628107,0.1918090252113089,0.1820911573613071,-0.4086841950293172,0.2587285816984631,0.7090543213149552,0.7574295540289079,0.1293969224130642,-0.6242736902181187,-0.6165336231834411,-0.92505432736989,-0.1085889458855234,-0.7429634876291481,-0.3107145058918767,-1.178717412210258,1.0138508583136567,-0.134318492071891,-1.1202038687696292,-0.6498425979449464,-0.0,0.2705526526382577,0.1666666666666666,0.950507614213198,13.214814814814815,0.0060553736056961,0.8932806324110671,123.77551020408164,0.0033152369497689,0.8156636438582028,0.1386491031390134,21.986666666666668,0.3004005340453938,0
106,0x5b83b343e8c7713b13c6e01d6382f017751ecff1832a8a819450cce0e521c807,1,0x3ca2070165b221fe655f27bfbbb814418d37844c,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-02-01 08:29:47+00:00,31072,35681,0.8708276113337631,749,5602,6066,0.9235080778107484,226,17,0x5b83b343e8c7713b13c6e01d6382f017751ecff1832a8a819450cce0e521c807,4948,225,3,2700,787,5132335,49,252,1690662,4,1,2,1,2,700000,17095819895,5398159,69582,0.0,5953,2,-0.2841134990108946,0.2634627615608895,0.2410888326685653,0.5411925201227569,0.4135506346938599,0.2815238057971539,0.0563997663021557,1.6197015559591683,0.1920011693358734,0.1820911573613071,-0.7427584688952441,0.2587285816984631,0.7090543213149552,0.7616769159443417,0.1293969224130642,-0.6242736902181187,-0.6160322079373212,-0.92505432736989,-0.8715089403973986,-0.7429634876291481,-0.3107145058918767,-1.178717412210258,1.0138508583136567,-0.2202575328300362,-0.5655974312020631,-0.9358881870355256,-0.0,0.2707337180544921,0.3333333333333333,0.950507614213198,13.215185185185184,0.0060541632504185,0.8932806324110671,123.79591836734694,0.0033134929906196,0.815694032311243,0.1386732434629074,21.99111111111111,0.3004005340453938,0
268,0x39c74a15e4a3e31f231cd42807dee88738b8aae61a9ade073c4f2740249fd5a0,1,0x3ca2070165b221fe655f27bfbbb814418d37844c,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-02-01 09:43:11+00:00,31073,35682,0.8708312314332156,749,5604,6068,0.923533289386948,226,18,0x39c74a15e4a3e31f231cd42807dee88738b8aae61a9ade073c4f2740249fd5a0,4949,225,2,2700,787,5132699,49,252,1691026,3,1,1,1,1,70000,18131266585,7717400,50762,2.26e+19,5954,2,-0.2841134990108946,0.263852865240318,0.2414283274620829,0.5411925201227569,0.41400559589729,0.2818854907413444,0.0563997663021557,1.6231664398555263,0.192193313460438,0.1820911573613071,-0.8541165601838864,0.2587285816984631,0.7090543213149552,0.7629750181586306,0.1293969224130642,-0.6242736902181187,-0.6158789626395985,-1.3841383608040787,-0.8715089403973986,-1.4405817858724796,-0.3107145058918767,-1.9572625986106928,-1.6378647362441576,-0.1296928063658255,-0.057272872279773,-1.166163573582052,0.0,0.2709147834707264,0.5,0.950507614213198,13.215555555555556,0.0060539287314668,0.8932806324110671,123.83673469387756,0.0033139624618648,0.8155899802241265,0.1386973824337201,21.995555555555555,0.3004005340453938,0
75,0x0dc766eedfb0a842608ec47fe2c5602c226ab67900fc6093efeab5382a0b4f80,1,0xb5ec76aded79291c9947f5c520df320d69467aa9,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,2023-02-01 09:45:59+00:00,31074,35683,0.8708348513297649,749,65,66,0.9848484848484848,37,19,0x0dc766eedfb0a842608ec47fe2c5602c226ab67900fc6093efeab5382a0b4f80,2,2,8,2700,787,5132713,21,235,1590099,6,4,3,1,4,200000,15805054808,7996069,165271,0.0,61,2,-0.2841134990108946,0.2642429689197464,0.2417678222556004,0.5411925201227569,-0.8460094570022734,-0.8035310267741725,-0.8193442224513301,1.626631323751884,-0.7583436707603883,-0.7920087344865908,-0.1859680124520326,0.2587285816984631,0.7090543213149552,0.7630249451668724,-0.3046128796432126,-0.6700526118729431,-0.6583695894617165,-0.0068862605015126,-0.1085889458855234,-0.0453451893858165,-0.3107145058918767,0.3783729605906114,-1.0906853278433386,-0.333153530434421,0.0038049960876435,0.2349312318407011,-0.0,-0.7961037143985736,0.125,0.950507614213198,13.215925925925928,0.0060541070474606,0.1567796610169491,3.142857142857143,4.087793220552167e-05,0.0303030303030303,5.60490990107334e-05,1.0,0.0026702269692923,0
